verification_key	invasion_stage	source	checklist_datasetKey	language
2327735	established	Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
7009279	established	Boets P, Brosens D, Lock K, Adriaens T, Aelterman B, Mertens J & Goethals P. 2016. Alien macroinvertebrates in Flanders (Belgium). Aquatic Invasions 11 (2): 131–144. https://doi.org/10.3391/ai.2016.11.2.03	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4344674	established	Vercauteren T, De Smedt S, Warmoes T, Goddeeris B, Wouters K (2005) Drie nieuwe Ponto-Kaspische inwijkelingen dringen door tot in kanalen in de provincie Antwerpen: de zoetwaterpolychaet Hypania invalida (Grube, 1860) en, voor het eerst in België, de platworm Dendrocoelum romanodanubiale (Codreanu, 1949) en de Donaupissebed Jaera istri Veuille, 1979. In: Nieuwborg H (ed), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2003, pp 83–97	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2287249	established	Kerckhof F, Dumoulin E (1987) Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust. De Strandvlo 7: 51–52	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5777912	established	Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5192470	established	Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5192789	established	Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
7791733	established	Kerckhof F, Haelters J, Gollasch S (2007) Alien species in the marine and brackish ecosystem: the situation in Belgian waters. Aquatic Invasions 2: 243–257, https://doi.org/10.3391/ai.2007.2.3.9	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2288847	established	Sellius G (1733) Historia naturalis teredinis seu xylophagi marini tubulochonchoidis speciatim Belgici, Trajecti ad Rhenum, p 366	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2288859	established	Backeljau T (1986) Lijst van de recente mariene mollusken van België. Studiedocumenten van het K.B.I.N. 29. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussel, 106 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4559541	established	Keppens M, Mienis HK (2004) A propos de la présence de Sinanodonta woodiana (Lea, 1834) en Belgique. Novapex Société 5: 78–81	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
8190231	established	Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5189032	established	Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2287076	established	Nyst HJP (1835) Mollusques. Bulletin des Academies Royal des Sciences Lettres et Beaux Arts 2: 235–236 | Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2287072	established	Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2287668	established	Vandepitte L, De Poorter D, Lescrauweart A-N, Fockedey N, Mees J (2012) Niet-inheemse soorten van het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special publication 59. Vlaams Instituut voor de Zee (VLIZ): Oostende België, 372 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2287615	established	Loppens K (1902) Petricola pholadiformis L. Annales de la Société Royale Zoologique et Malacologique de Belgique 37: 41–42	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5188971	established	Verween A, Kerckhof F, Vincx M, Degraer S (2006) First European record of the invasive brackish water clam Rangia cuneata (G.W. Sowerby I, 1831) (Mollusca: Bivalvia). Aquatic Invasions 1: 198–203, https://doi.org/10.3391/ai.2006.1.4.1	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5189806	established	Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5189713	established	Sablon R, Vercauteren T, Lammens S, Ghyselbrecht E (2010a) Freshwater Molluscs introduced in Belgium in the last two Decades – Abstracts of the World Congress of Malacology, Phuket, Thailand, 18–24 July 2010, p 353	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2220347	established	Lock K, Van Wichelen J, Packet J, Simoens I, Van Looy K, Louette G, Warmoes T, Denys L (2007) Bepalen van het maximaal en het goed ecologisch potentieel, alsook de huidige toestand, voor een aantal Vlaamse (gewestelijke) waterlichamen die vergelijkbaar zijn met de categorie meren - Deel I. Report Institute of Nature Conservation 2007/51, Brussels	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2220312	established	Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5177089	established	Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2204831	established	Soors J, Faasse M, Stevens M, Verbessem I, De Regge N, Van den Bergh E (2010) New crustacean invaders in the Schelde estuary (Belgium). Belgian Journal of Zoology 140: 3–10	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2206086	established	Collection RBINS	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2205951	established	Boets et al. unpublished data	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2115769	established	Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
6128436	established	Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
6467647	established	Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4805564	established	Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5166489	established	Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2215949	established	Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, https://doi.org/10.1023/A:1022120729031	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2218567	established	Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2217982	established	Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4416920	established	Boets P, Lock K, Goethals PLM (2010b) First record of Synurella ambulans (Müller 1846) (Amphipoda: Crangonictidae) in Belgium. Belgian Journal of Zoology 140: 244–245	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4314683	established	Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4314702	established	Dewicke A (2002) Hyperbenthic communities of the North Sea. PhD Thesis. Universiteit Gent (RUG): Gent, 219 pp Dumortier M, De Bruyn L, Hens M, Peymen J, Schneiders A, Van Daele T, Van Reeth W (2007) Biodiversity Indicators 2007. State of Nature in Flanders (Belgium). Research Institute for Nature and Forest, Brussels, Belgium	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5177825	established	Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, https://doi.org/10.1023/A:1022120729031	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5864277	established	Collection RBINS	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4315705	established	Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2219863	established	Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4417131	established	Boets P, Lock K, Tempelman D, Van Haaren T, Platvoet D, Goethals PLM (2012c) First occurrence of the Ponto-Caspian amphipod Echinogammarus trichiatus (Martynov, 1932) (Crustacea: Gammaridae) in Belgium. BioInvasions Records 1: 115–120, https://doi.org/10.3391/bir.2012.1.2.06	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4315760	established	Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5178057	established	Cook EJ, Jahnke M, Kerckhof F, Minchin D, Faasse M, Boos K, Ashton G (2007) European expansion of the introduced amphipod Caprella mutica Schurin, 1935. Aquatic Invasions 2: 411–421, https://doi.org/10.3391/ai.2007.2.4.11	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2224970	established	Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, https://doi.org/10.1651/10-3357.1	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2227663	established	Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
4382841	established	Dumoulin E (2004) Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. De Strandvlo 24(1): 5-35	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2225772	established	Nuyttens F, Versele G, Loones MA (2006) De aanwezigheid van de penseelkrab Hemigrapsus takanoi en de blaasjeskrab Hemigrapsus sanguineus in NieuwpoortBad. De strandvlo 26: 114–115	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2225776	established	Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2225646	established	Van Damme P, Maes J (1993) De Blauwe Zwemkrab Callinectes sapidus Rathbun, 1896 in de Westerschelde (België). De Strandvlo 13(4): 120–121	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2227300	established	Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2227000	established	Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
2226990	established	Gérard P (1986) Les différentes espèces d'écrevisses en Belgique et leur répartition géographique. Station de Recherche Forestière et Hydrobiologique. Travaux serie D 54, 25 p	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
7547256	established	van Haaren T, Soors J (2009) Sinelobus stanfordi (Richardson, 1901): a new crustacean invader in Europe. Aquatic Invasions 4: 703–711, https://doi.org/10.3391/ai.2009.4.4.20	289244ee-e1c1-49aa-b2d7-d379391ce265	eng
5202793	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
4286975	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
4285968	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
4287131	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2362473	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2366634	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2367742	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
4286942	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2379105	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2382155	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2394486	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2340989	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
5204019	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2367033	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2379089	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
5202520	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2362486	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
4285694	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2362868	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
5203111	established	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2362030	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
2402168	casual	NA	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	eng
7802465	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3033077	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5914287	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3172622	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2889934	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5646410	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7397079	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5646136	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5569367	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3872463	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3171888	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2684984	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8060423	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3190382	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7740617	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8077391	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3190411	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3079631	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5381097	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5303040	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2650107	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5274861	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5274858	extinct	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3152824	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3082297	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4090836	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5289490	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5289492	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5289503	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5328909	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361762	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361785	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5602664	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5414545	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7150619	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3170247	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5414550	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3170266	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3169708	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5414551	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2888323	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2959443	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2957408	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2957966	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3172615	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4926977	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3172613	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2984532	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2653321	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2882443	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2688189	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361889	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361888	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361944	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361909	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2687885	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2650903	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2984676	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2874706	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2874701	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8380575	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2874692	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8132203	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2888553	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2687948	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6387033	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2873769	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7628663	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7901652	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2874024	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7331240	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3034046	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3034015	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5295044	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5295375	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5415453	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5415455	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3084616	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3084611	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5533814	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5414239	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5930559	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3989886	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3188735	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3188711	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3988701	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3188757	casual	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2891770	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2891774	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2891782	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2891783	established	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
