verificationKey,type,description,datasetKey,taxonKey,scientificName
1152186,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301247,"Callidiellum rufipenne Niisato, 2007"
1152186,native range,Eastern Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301247,"Callidiellum rufipenne Niisato, 2007"
1152186,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301247,"Callidiellum rufipenne Niisato, 2007"
1194885,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301243,"Otiorhynchus meridionalis Gyllenhal, 1834"
1194989,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301244,"Otiorhynchus cribricollis Gyllenhal, 1834"
1195013,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301242,"Otiorhynchus aurifer Boheman, 1843"
1311477,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301189,"Vespa velutina Lepeletier, 1836"
1311477,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301189,"Vespa velutina Lepeletier, 1836"
1311477,pathway,cbd_2014_pathway:unaided_natural_dispersal,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301189,"Vespa velutina Lepeletier, 1836"
1313740,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301218,"Camponotus vagus (Scopoli, 1763)"
1313740,native range,Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301218,"Camponotus vagus (Scopoli, 1763)"
1313740,pathway,cbd_2014_pathway:contaminant_timber,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301218,"Camponotus vagus (Scopoli, 1763)"
1314773,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301195,"Monomorium pharaonis (Linnaeus, 1758)"
1314773,native range,Africa,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301195,"Monomorium pharaonis (Linnaeus, 1758)"
1316805,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301210,"Tapinoma melanocephalum (Fabricius, 1793)"
1316908,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301199,"Linepithema humile (Mayr, 1868)"
1316908,native range,South America,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301199,"Linepithema humile (Mayr, 1868)"
1316908,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301199,"Linepithema humile (Mayr, 1868)"
1319260,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301214,"Tetraponera allaborans (Walker, 1859)"
1319260,native range,Southeastern Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301214,"Tetraponera allaborans (Walker, 1859)"
1320777,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301204,"Plagiolepis pygmaea (Latreille, 1798)"
1320777,native range,Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301204,"Plagiolepis pygmaea (Latreille, 1798)"
1321805,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301202,"Pheidole bilimeki Mayr, 1870"
1322674,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301201,"Pheidole anastasii Emery, 1896"
1323402,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301220,"Tetramorium bicarinatum (Nylander, 1846)"
1325561,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301212,"Paratrechina longicornis (Latreille, 1802)"
1326634,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301206,"Hypoponera punctatissima (Roger, 1859)"
1342324,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,168131099,"Xylocopa virginica (Linnaeus, 1771)"
1342324,native range,Northern America,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,168131099,"Xylocopa virginica (Linnaeus, 1771)"
1342324,pathway,cbd_2014_pathway:contaminant_timber,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,168131099,"Xylocopa virginica (Linnaeus, 1771)"
1422818,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301168,"Pseudagrion microcephalum Rambur, 1842"
1422818,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301168,"Pseudagrion microcephalum Rambur, 1842"
1422818,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301168,"Pseudagrion microcephalum Rambur, 1842"
1423286,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301170,"Ischnura senegalensis Rambur, 1842"
1423286,native range,Africa,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301170,"Ischnura senegalensis Rambur, 1842"
1423286,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301170,"Ischnura senegalensis Rambur, 1842"
1423286,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301170,"Ischnura senegalensis Rambur, 1842"
1450317,Introduced species impact,German part of the Baltic Sea  (Marine Region) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131485,"Telmatogeton japonicus Tokunaga, 1933"
1450317,Introduced species vector dispersal,German part of the Baltic Sea  (Marine Region) : Shipping is a likely vector,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131485,"Telmatogeton japonicus Tokunaga, 1933"
1450317,Introduced species vector dispersal,in Belgian part of the North Sea: Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131485,"Telmatogeton japonicus Tokunaga, 1933"
1450317,Introduced species vector dispersal,in Finnish part of the Gulf of Finland (Marine Region) : Shipping,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131485,"Telmatogeton japonicus Tokunaga, 1933"
1450317,degree of establishment,established,22211949-9a6e-445f-86c0-6a0e019bc055,181971942,"Telmatogeton japonicus Tokunaga, 1933"
1450317,native range,Asia,22211949-9a6e-445f-86c0-6a0e019bc055,181971942,"Telmatogeton japonicus Tokunaga, 1933"
1450317,pathway of introduction,stowaway_ship,22211949-9a6e-445f-86c0-6a0e019bc055,181971942,"Telmatogeton japonicus Tokunaga, 1933"
1548900,degree of establishment,casual,22211949-9a6e-445f-86c0-6a0e019bc055,181971939,"Dohrniphora cornuta (Bigot, 1857)"
1551754,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301138,"Phytomyza jucunda Frost & Sasakawa, 1954"
1551754,native range,Eastern Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301138,"Phytomyza jucunda Frost & Sasakawa, 1954"
1551754,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301138,"Phytomyza jucunda Frost & Sasakawa, 1954"
1650106,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301102,"Anopheles pharoensis Theobald, 1901"
1650106,native range,Eastern Africa,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301102,"Anopheles pharoensis Theobald, 1901"
1650106,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301102,"Anopheles pharoensis Theobald, 1901"
1651430,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301104,Aedes albopictus Skuse
1651430,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301104,Aedes albopictus Skuse
1651430,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301104,Aedes albopictus Skuse
1652150,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301105,"Aedes koreicus (Edwards, 1917)"
1652150,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301105,"Aedes koreicus (Edwards, 1917)"
1652150,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301105,"Aedes koreicus (Edwards, 1917)"
1652212,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301106,"Aedes japonicus (Theobald, 1901)"
1652212,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301106,"Aedes japonicus (Theobald, 1901)"
1652212,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301106,"Aedes japonicus (Theobald, 1901)"
1690276,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301279,"Eupholidoptera chabrieri (Charpentier, 1825)"
1690276,native range,Southern Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301279,"Eupholidoptera chabrieri (Charpentier, 1825)"
1690276,pathway,cbd_2014_pathway:stowaway_vehicles,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301279,"Eupholidoptera chabrieri (Charpentier, 1825)"
1690429,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301277,"Meconema meridionale Costa & A., 1860"
1690429,native range,Southern Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301277,"Meconema meridionale Costa & A., 1860"
1690429,pathway,cbd_2014_pathway:stowaway_vehicles,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301277,"Meconema meridionale Costa & A., 1860"
1702101,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301274,"Anacridium aegyptium (Linnaeus, 1764)"
1702101,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301274,"Anacridium aegyptium (Linnaeus, 1764)"
1713034,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301289,"Gryllus bimaculatus De Geer, 1773"
1718308,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301291,"Acheta domesticus (Linnaeus, 1758)"
1718308,pathway,cbd_2014_pathway:stowaway_other,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301291,"Acheta domesticus (Linnaeus, 1758)"
1719204,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301293,"Gryllomorpha dalmatina (Ocskay, 1832)"
1722140,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301284,"Eumodicogryllus bordigalensis (Latreille, 1804)"
1722140,native range,Southern Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301284,"Eumodicogryllus bordigalensis (Latreille, 1804)"
1722140,pathway,cbd_2014_pathway:contaminant_habitat_material,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301284,"Eumodicogryllus bordigalensis (Latreille, 1804)"
1722140,pathway,cbd_2014_pathway:stowaway_vehicles,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301284,"Eumodicogryllus bordigalensis (Latreille, 1804)"
1722299,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301287,"Gryllodes sigillatus (Walker & F., 1869)"
1722299,native range,Southeastern Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301287,"Gryllodes sigillatus (Walker & F., 1869)"
1728965,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301271,"Tachycines asynamorus Adelung, 1902"
1728965,native range,Asia,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301271,"Tachycines asynamorus Adelung, 1902"
1728965,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301271,"Tachycines asynamorus Adelung, 1902"
1749449,degree of establishment,established,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301144,"Cameraria ohridella Deschka & Dimic, 1986"
1749449,native range,Southern Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301144,"Cameraria ohridella Deschka & Dimic, 1986"
1749449,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301144,"Cameraria ohridella Deschka & Dimic, 1986"
1932752,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301156,"Cacyreus marshalli Butler, 1898"
1932752,native range,Southern Africa,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301156,"Cacyreus marshalli Butler, 1898"
1932752,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301156,"Cacyreus marshalli Butler, 1898"
1941864,degree of establishment,introduced,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301153,"Paysandisia archon (Burmeister, 1880)"
1941864,native range,Southern Europe,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301153,"Paysandisia archon (Burmeister, 1880)"
1941864,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164301153,"Paysandisia archon (Burmeister, 1880)"
2020688,pathway,cbd_2014_pathway:contaminant_on_plants,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,168130913,"Stephanitis rhododendri Horváth, 1905"
2053954,Introduced species vector dispersal,in Belgian part of the North Sea: Other,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131468,"Prokelisia marginata (Van Duzee, 1897)"
2110811,Introduced species impact,Dutch part of the North Sea  (Marine Region)  Pathogen/parasite or carrier of a pathogen/parasite,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,German part of the North Sea  (Marine Region) Pathogen/parasite or carrier of a pathogen/parasite,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,in Denmark (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,in France (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,in Germany (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,in Ireland (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species impact,in United Kingdom (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species vector dispersal,in Belgian part of the North Sea: Aquaculture: accidental,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species vector dispersal,in Belgian part of the North Sea: Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species vector dispersal,in Germany (Nation) : Fisheries: accidental with deliberate translocations of fish or shellfish,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2110811,Introduced species vector dispersal,in United Kingdom (Nation) : Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131747,"Mytilicola intestinalis Steuer, 1902"
2114326,Introduced species impact,in South Atlantic Ocean (IHO Sea Area) : Outcompetes native species for resources and/or space,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131785,"Eurytemora americana Williams, 1906"
2114326,Introduced species vector dispersal,"Argentinean part of the South Atlantic Ocean  (Marine Region) Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131785,"Eurytemora americana Williams, 1906"
2114326,Introduced species vector dispersal,in United Kingdom (Nation) : Shipping,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131785,"Eurytemora americana Williams, 1906"
2114326,Introduced species vector dispersal,in United Kingdom part of the English Channel (Marine Region) : Ships: general,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131785,"Eurytemora americana Williams, 1906"
2114446,Introduced species abundance,in Black Sea (IHO Sea Area) : Common,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species impact,in Black Sea (IHO Sea Area) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species population trend,in Black Sea (IHO Sea Area) : Increasing,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,Greek part of the Ionian Sea  (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,"in Belgian part of the North Sea: Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,"in Black Sea (IHO Sea Area) : Ships: accidental with ballast water, sea water systems, live wells or other deck basins<br/>Ballast water seems to be the most likely means of transferring this species, or its eggs between coastal waters of different continents. The fact that A. tonsa can produce highly resistant diapause eggs as well as eggs that can be induced into quiescence has probably played an important role for its wide distribution.",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,in Denmark (Nation) : Fisheries: accidental with deliberate translocations of fish or shellfish,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,in Denmark (Nation) : Shipping,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,in United Kingdom part of the English Channel (Marine Region) : Ships: general,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114446,Introduced species vector dispersal,in United Kingdom part of the North Sea (Marine Region) : Ships: general,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131836,"Acartia tonsa Dana, 1849"
2114769,Introduced species impact,in France (Nation) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,"Spanish part of the Bay of Biscay  (Marine Region) Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,United States part of the North Pacific Ocean  (Marine Region) Aquaculture: accidental,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,"United States part of the North Pacific Ocean  (Marine Region) Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,in Belgian part of the North Sea: Aquaculture: accidental,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,"in Belgian part of the North Sea: Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2114769,Introduced species vector dispersal,"in France (Nation) : Ships: accidental with ballast water, sea water systems, live wells or other deck basins",0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131792,"Pseudodiaptomus marinus Sato, 1913"
2115706,Introduced species impact,South African part of the South Atlantic Ocean  (Marine Region)  Outcompetes native species for resources and/or space,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115706,Introduced species impact,South African part of the South Atlantic Ocean (Marine Region) Adverse habitat modification,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115706,Introduced species vector dispersal,Argentinean part of the South Atlantic Ocean  (Marine Region)  Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115706,Introduced species vector dispersal,Argentinean part of the South Atlantic Ocean  (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115706,Introduced species vector dispersal,Uruguayan part of the South Atlantic Ocean  (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115706,Introduced species vector dispersal,in Belgian part of the North Sea: Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131651,"Balanus glandula Darwin, 1854"
2115724,Introduced species abundance,in Slovenian part of the Adriatic Sea (Marine Region) : Common,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species impact,in Slovenian part of the Adriatic Sea (Marine Region) : Other impact - undefined or uncertain,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species remark,In Slovenian part of the Adriatic Sea (Marine Region) : B. trigonus was reported at many stations in the upper & lower mediolittoral horizonts at different sampling stations along the Slovenian coast in 2008-2009,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,Argentinean part of the South Atlantic Ocean  (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,Croatian part of the Adriatic Sea  (Marine Region) Ships: general,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,Greek part of the Aegean Sea  (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,Madeiran part of the North Atlantic Ocean (Marine Region) Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,United Kingdom part of the English Channel  (Marine Region) Debris (Anthropogenic Flotsam),0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,in Portugal (Nation) : Shipping,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115724,Introduced species vector dispersal,in Slovenian part of the Adriatic Sea (Marine Region) : Ships: accidental as attached or free-living fouling organisms,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131652,"Balanus trigonus Darwin, 1854"
2115769,Introduced species abundance,in United Kingdom part of the Celtic Sea (Marine Region) : Common,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
2115769,Introduced species abundance,in United Kingdom part of the English Channel (Marine Region) : Common,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
2115769,Introduced species abundance,in United Kingdom part of the North Sea (Marine Region) : Common,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
2115769,Introduced species impact,Irish part of the North Atlantic Ocean  (Marine Region)  Outcompetes native species for resources and/or space,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
2115769,Introduced species impact,in United Kingdom part of the English Channel (Marine Region) : Outcompetes native species for resources and/or space,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
2115769,Introduced species impact,in United Kingdom part of the North Sea (Marine Region) : Water abstraction or nuisance fouling,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131607,"Austrominius modestus (Darwin, 1854)"
