checklist_key	checklist_scientificName	checklist_datasetKey	backbone_taxonKey	backbone_scientificName	backbone_species	backbone_genus	backbone_family	backbone_order	backbone_class	backbone_phylum	backbone_kingdom	backbone_rank	backbone_speciesKey	backbone_taxonomicStatus	backbone_acceptedKey	backbone_acceptedName	backbone_issues
141266155	Amaranthus polygonoides L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384342	Amaranthus polygonoides L.	Amaranthus polygonoides	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384342	ACCEPTED			NULL
141266156	Chenopodiastrum simplex (Torr.) Fuentes & al.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7407436	Chenopodiastrum simplex (Torr.) S.Fuentes, Uotila & Borsch	Chenopodiastrum simplex	Chenopodiastrum	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7407436	ACCEPTED			ORIGINAL_NAME_DERIVED
141266157	Amaranthus palmeri S. Watson	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384393	Amaranthus palmeri S.Watson	Amaranthus palmeri	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384393	ACCEPTED			NULL
141266158	Amaranthus scleropoides Uline & Bray	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384370	Amaranthus scleropoides Uline & W.L.Bray	Amaranthus scleropoides	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384370	ACCEPTED			NULL
141266159	Amaranthus graecizans L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384373	Amaranthus graecizans L.	Amaranthus graecizans	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384373	ACCEPTED			NULL
141266160	Amaranthus mitchellii Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323810	Amaranthus mitchellii Benth.	Amaranthus mitchellii	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7323810	ACCEPTED			NULL
141266161	Spinacia oleracea L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083647	Spinacia oleracea L.	Spinacia oleracea	Spinacia	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083647	ACCEPTED			NULL
141266162	Amaranthus macrocarpus Benth. var. macrocarpus	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323834	Amaranthus macrocarpus var. macrocarpus	Amaranthus macrocarpus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	7323833	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266163	Beta vulgaris L. subsp. vulgaris	9ff7d317-609b-4c08-bd86-3bc404b77c42	7068845	Beta vulgaris subsp. vulgaris	Beta vulgaris	Beta	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8971274	ACCEPTED			NULL
141266164	Atriplex rosea L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083745	Atriplex rosea L.	Atriplex rosea	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083745	ACCEPTED			NULL
141266165	Oxybasis macrosperma (Hook. f.) Fuentes & al.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7846821	Oxybasis macrosperma (Hook.fil.) S.Fuentes, Uotila & Borsch	Oxybasis macrosperma	Oxybasis	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7846821	ACCEPTED			ORIGINAL_NAME_DERIVED
141266166	Bassia hyssopifolia (Pallas) O. Kuntze	9ff7d317-609b-4c08-bd86-3bc404b77c42	5383909	Bassia hyssopifolia Kuntze	Bassia hyssopifolia	Bassia	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5383909	ACCEPTED			NULL
141266167	Chenopodium hircinum Schrad.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083934	Chenopodium hircinum Schrad.	Chenopodium hircinum	Chenopodium	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083934	ACCEPTED			NULL
141266168	Spirobassia hirsuta (L.) Freitag & G. Kadereit	9ff7d317-609b-4c08-bd86-3bc404b77c42	8243150	Spirobassia hirsuta (L.) Freitag & G.Kadereit	Spirobassia hirsuta	Spirobassia	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8243150	ACCEPTED			NULL
141266169	Alternanthera pungens Humb., Bonpl. & Kunth	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084949	Alternanthera pungens Kunth	Alternanthera pungens	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084949	ACCEPTED			NULL
141266170	Dysphania ambrosioides (L.) Mosyakin & Clemants	9ff7d317-609b-4c08-bd86-3bc404b77c42	5568446	Dysphania ambrosioides (L.) Mosyakin & Clemants	Dysphania ambrosioides	Dysphania	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5568446	ACCEPTED			NULL
141266171	Amaranthus capensis Thell. subsp. capensis	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323341	Amaranthus capensis subsp. capensis	Amaranthus capensis	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	7323340	ACCEPTED			NULL
141266172	Alternanthera sessilis (L.) DC.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084939	Alternanthera sessilis (L.) DC.	Alternanthera sessilis	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084939	ACCEPTED			ORIGINAL_NAME_DERIVED
141266173	Bassia laniflora (S.G. Gmel.) A.J. Scott	9ff7d317-609b-4c08-bd86-3bc404b77c42	5568188	Bassia laniflora (S.G.Gmel.) A.J.Scott	Bassia laniflora	Bassia	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5568188	ACCEPTED			ORIGINAL_NAME_DERIVED
141266174	Chenopodium auricomiforme J. Murr & Thell.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3757189	Chenopodium auricomiforme Murr & Thell.	Chenopodium auricomiforme	Chenopodium	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3757189	ACCEPTED			NULL
141266175	Dysphania anthelmintica (L.) Mosyakin & Clemants	9ff7d317-609b-4c08-bd86-3bc404b77c42	5568442	Dysphania anthelmintica (L.) Mosyakin & Clemants	Dysphania anthelmintica	Dysphania	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5568442	ACCEPTED			NULL
141266176	Chenopodium album L. x hircinum	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266177	Amaranthus hybridus L. subsp. quitensis (Kunth) Costea & Carretero	9ff7d317-609b-4c08-bd86-3bc404b77c42	5547857	Amaranthus hybridus subsp. quitensis (Kunth) Costea & Carretero	Amaranthus quitensis	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	7323711	SYNONYM	7323711	Amaranthus quitensis Kunth	NULL
141266178	Alternanthera angustifolia R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	7606014	Alternanthera angustifolia R.Br.	Alternanthera angustifolia	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7606014	ACCEPTED			NULL
141266179	Amaranthus caudatus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6109611	Amaranthus caudatus L.	Amaranthus caudatus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6109611	ACCEPTED			NULL
141266180	Amaranthus clementii Domin	9ff7d317-609b-4c08-bd86-3bc404b77c42	5547989	Amaranthus clementii Domin	Amaranthus clementii	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5547989	ACCEPTED			NULL
141266181	Bassia scoparia (L.) Voss s.l.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7852603	Bassia scoparia (L.) Voss	Bassia scoparia	Bassia	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5383936	SYNONYM	7219488	Bassia scoparia subsp. scoparia	ORIGINAL_NAME_DERIVED
141266182	Amaranthus retroflexus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6109534	Amaranthus retroflexus L.	Amaranthus retroflexus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6109534	ACCEPTED			NULL
141266183	Amaranthus blitum L. s.l.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8911082	Amaranthus blitum L.	Amaranthus blitum	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8911082	ACCEPTED			NULL
141266184	Amaranthus albus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7905507	Amaranthus albus L.	Amaranthus albus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7905507	ACCEPTED			NULL
141266185	Axyris amaranthoides L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6447806	Axyris amaranthoides L.	Axyris amaranthoides	Axyris	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6447806	ACCEPTED			NULL
141266186	Atriplex semibaccata R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083667	Atriplex semibaccata R.Br.	Atriplex semibaccata	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083667	ACCEPTED			NULL
141266187	Chenopodium bushianum Aell.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266188	Atriplex micrantha Ledeb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083680	Atriplex micrantha Ledeb.	Atriplex micrantha	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083680	ACCEPTED			NULL
141266189	Atriplex leptocarpa F. Muell.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6447496	Atriplex leptocarpa F.Muell.	Atriplex leptocarpa	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6447496	ACCEPTED			NULL
141266190	Chenopodium missouriense Aell.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266191	Einadia polygonoides (J. Murr) Wilson	9ff7d317-609b-4c08-bd86-3bc404b77c42	3757344	Einadia polygonoides (Murr) Paul G.Wilson	Chenopodium polygonoides	Chenopodium	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3757457	SYNONYM	3757457	Chenopodium polygonoides (Murr) Aellen	NULL
141266192	Sclerolaena muricata (Moq.) Domin	9ff7d317-609b-4c08-bd86-3bc404b77c42	7933495	Sclerolaena muricata Domin	Sclerolaena muricata	Sclerolaena	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7933495	ACCEPTED			NULL
141266193	Amaranthus macrocarpus Benth. var. pallidus Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5548724	Amaranthus macrocarpus var. pallidus Benth.	Amaranthus macrocarpus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	7323833	SYNONYM	9454901	Amaranthus macrocarpus subsp. pallidus (Benth.) N.Bayón	NULL
141266194	Beta trigyna Waldst. & Kit.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5383926	Beta trigyna Waldst. & Kit.	Beta trigyna	Beta	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5383926	ACCEPTED			NULL
141266195	Amaranthus hypochondriacus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	9080185	Amaranthus hypochondriacus L.	Amaranthus hypochondriacus	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9080185	ACCEPTED			NULL
141266196	Alternanthera caracasana Humb., Bonpl. & Kunth	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084958	Alternanthera caracasana Kunth	Alternanthera caracasana	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084958	ACCEPTED			NULL
141266197	Teloxys aristata (L.) Moq.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083888	Teloxys aristata (L.) Moq.	Dysphania aristata	Dysphania	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5568439	SYNONYM	5568439	Dysphania aristata (L.) Mosyakin & Clemants	ORIGINAL_NAME_DERIVED
141266198	Chenopodium opulifolium Schrad. ex Koch & Ziz	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083903	Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz	Chenopodium opulifolium	Chenopodium	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083903	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266199	Amaranthus blitoides S. Watson	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384395	Amaranthus blitoides S.Watson	Amaranthus blitoides	Amaranthus	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384395	ACCEPTED			NULL
141266200	Atriplex sagittata Borkh.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3760099	Atriplex sagittata Borkh.	Atriplex sagittata	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3760099	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266201	Chenopodium striatiforme J. Murr	9ff7d317-609b-4c08-bd86-3bc404b77c42	6035549	Chenopodium striatiforme Murr	Chenopodium striatiforme	Chenopodium	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6035549	ACCEPTED			NULL
141266202	Alternanthera tenella Colla	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084968	Alternanthera tenella Colla	Alternanthera ficoidea	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8160803	SYNONYM	8160803	Alternanthera ficoidea R.Br.	NULL
141266203	Atriplex holocarpa F. Muell.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083746	Atriplex holocarpa F.Muell.	Atriplex holocarpa	Atriplex	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083746	ACCEPTED			NULL
141266204	Polycnemum arvense L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3083603	Polycnemum arvense L.	Polycnemum arvense	Polycnemum	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3083603	ACCEPTED			NULL
141266205	Alternanthera paronychioides A. St. Hil.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084922	Alternanthera paronychioides A.St.-Hil.	Alternanthera paronychioides	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084922	ACCEPTED			NULL
141266206	Blitum virgatum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5383969	Blitum virgatum L.	Blitum virgatum	Blitum	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5383969	ACCEPTED			NULL
141266207	Alternanthera denticulata R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	7655198	Alternanthera denticulata R.Br.	Alternanthera sessilis	Alternanthera	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084939	SYNONYM	3084939	Alternanthera sessilis (L.) DC.	CONFLICTING_BASIONYM_COMBINATION
141266208	Dysphania pumilio (R. Brown) Mosyakin & Clemants	9ff7d317-609b-4c08-bd86-3bc404b77c42	5568339	Dysphania pumilio (R.Br.) Mosyakin & Clemants	Dysphania pumilio	Dysphania	Amaranthaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5568339	ACCEPTED			NULL
141266210	Stachys byzantina K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927230	Stachys byzantina K.Koch	Stachys byzantina	Stachys	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927230	ACCEPTED			NULL
141266211	Sideritis montana L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926688	Sideritis montana L.	Sideritis montana	Sideritis	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926688	ACCEPTED			NULL
141266212	Perovskia atriplicifolia Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3889056	Perovskia atriplicifolia Benth.	Perovskia atriplicifolia	Perovskia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3889056	ACCEPTED			NULL
141266213	Amethystea caerulea L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4930999	Amethystea caerulea L.	Amethystea caerulea	Amethystea	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4930999	ACCEPTED			NULL
141266214	Caryopteris incana (Thunberg ex Houttuyn) Miquel	9ff7d317-609b-4c08-bd86-3bc404b77c42	7308640	Caryopteris incana Miq.	Caryopteris incana	Caryopteris	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7308640	ACCEPTED			NULL
141266215	Sideritis lanata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926686	Sideritis lanata L.	Sideritis lanata	Sideritis	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926686	ACCEPTED			NULL
141266216	Mentha x piperita L. nsubsp. piperita (M. aquatica L. x spicata subsp. glabrata)	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266217	Perovskia abrotanoides Kar.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3889083	Perovskia abrotanoides Karel.	Perovskia abrotanoides	Perovskia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3889083	ACCEPTED			NULL
141266218	Physostegia virginiana (L.) Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926572	Physostegia virginiana Benth.	Physostegia virginiana	Physostegia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926572	ACCEPTED			NULL
141266219	Salvia officinalis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927004	Salvia officinalis L.	Salvia officinalis	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927004	ACCEPTED			NULL
141266220	Galeopsis pubescens Besser	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341310	Galeopsis pubescens Bess.	Galeopsis pubescens	Galeopsis	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341310	ACCEPTED			NULL
141266221	Salvia glutinosa L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927026	Salvia glutinosa L.	Salvia glutinosa	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927026	ACCEPTED			NULL
141266222	Nepeta grandiflora Bieb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341498	Nepeta grandiflora M.Bieb.	Nepeta grandiflora	Nepeta	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341498	ACCEPTED			NULL
141266223	Dracocephalum thymiflorum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927224	Dracocephalum thymiflorum L.	Dracocephalum thymiflorum	Dracocephalum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927224	ACCEPTED			NULL
141266224	Perilla frutescens (L.) Britton	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341394	Perilla frutescens Britton.	Perilla frutescens	Perilla	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341394	ACCEPTED			NULL
141266225	Stachys macrantha (C. Koch) Stearn	9ff7d317-609b-4c08-bd86-3bc404b77c42	3881468	Stachys macrantha (K.Koch) Stearn	Betonica macrantha	Betonica	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3905825	SYNONYM	3905825	Betonica macrantha K.Koch	ORIGINAL_NAME_DERIVED
141266226	Salvia reflexa Hornem.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927001	Salvia reflexa Hornem.	Salvia reflexa	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927001	ACCEPTED			NULL
141266227	Agastache rugosa (Fisch. & C.A. Mey.) O. Kuntze	9ff7d317-609b-4c08-bd86-3bc404b77c42	7307327	Agastache rugosa Kuntze	Agastache rugosa	Agastache	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7307327	ACCEPTED			NULL
141266228	Mentha requienii Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927174	Mentha requienii Benth.	Mentha requienii	Mentha	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927174	ACCEPTED			NULL
141266229	Salvia verbenaca L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6409706	Salvia verbenaca L.	Salvia verbenaca	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6409706	ACCEPTED			NULL
141266230	Teucrium resupinatum Desf.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8118326	Teucrium resupinatum Desf.	Teucrium resupinatum	Teucrium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8118326	ACCEPTED			NULL
141266231	Caryopteris x clandonensis N.W. Simmonds ex Rehder	9ff7d317-609b-4c08-bd86-3bc404b77c42	9401236	Caryopteris ×clandonensis N.W.Simmonds ex Rehder	Caryopteris incana x mongholica	Caryopteris	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9558586	SYNONYM	9558586	Caryopteris incana x mongholica	NULL
141266232	Origanum vulgare L. subsp. hirtum (Link) A. Terrac.	9ff7d317-609b-4c08-bd86-3bc404b77c42	9508942	Origanum vulgare subsp. hirtum (Link) A.Terracc.	Origanum vulgare	Origanum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2926612	ACCEPTED			NAME_PARENT_MISMATCH
141266233	Nepeta racemosa Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341497	Nepeta racemosa Lam.	Nepeta racemosa	Nepeta	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341497	ACCEPTED			NULL
141266234	Clinopodium nepeta Kuntze subsp. glandulosum (Req.) Govaerts	9ff7d317-609b-4c08-bd86-3bc404b77c42	3886262	Clinopodium nepeta subsp. glandulosum (Req.) Govaerts	Clinopodium nepeta	Clinopodium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8916040	SYNONYM	7757431	Clinopodium nepeta subsp. spruneri (Boiss.) Bartolucci & F.Conti	NULL
141266235	Salvia viridis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3883959	Salvia viridis L.	Salvia viridis	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3883959	ACCEPTED			NULL
141266236	Elsholtzia ciliata (Thunb.) Hyl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927075	Elsholtzia ciliata (Thunb.) Hylander	Elsholtzia ciliata	Elsholtzia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927075	ACCEPTED			ORIGINAL_NAME_DERIVED
141266237	Salvia hispanica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926992	Salvia hispanica L.	Salvia hispanica	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926992	ACCEPTED			NULL
141266238	Salvia verticillata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926995	Salvia verticillata L.	Salvia verticillata	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926995	ACCEPTED			NULL
141266239	Ocimum basilicum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927096	Ocimum basilicum L.	Ocimum basilicum	Ocimum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927096	ACCEPTED			NULL
141266240	Lamium orvala L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3892732	Lamium orvala L.	Lamium orvala	Lamium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3892732	ACCEPTED			NULL
141266241	Leonurus japonicus Houtt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6410563	Leonurus japonicus Houtt.	Leonurus japonicus	Leonurus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	6410563	ACCEPTED			NULL
141266242	Thymus vulgaris L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341442	Thymus vulgaris L.	Thymus vulgaris	Thymus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341442	ACCEPTED			NULL
141266243	Teucrium x lucidris Boom	9ff7d317-609b-4c08-bd86-3bc404b77c42	3895710	Teucrium lucidrys Boom	Teucrium lucidrys	Teucrium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3895710	ACCEPTED			NULL
141266244	Mentha spicata L. subsp. glabrata (Lej. & Court.) Lebeau	9ff7d317-609b-4c08-bd86-3bc404b77c42	3895556	Mentha spicata subsp. glabrata (Lej. & Courtois) Lebeau	Mentha spicata	Mentha	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2927175	SYNONYM	7308335	Mentha spicata subsp. spicata	ORIGINAL_NAME_DERIVED
141266245	Stachys atherocalyx K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	3885185	Stachys atherocalyx K.Koch	Stachys atherocalyx	Stachys	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3885185	ACCEPTED			NULL
141266246	Ballota nigra L. subsp. nigra	9ff7d317-609b-4c08-bd86-3bc404b77c42	6409536	Ballota nigra subsp. nigra	Ballota nigra	Ballota	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2926894	ACCEPTED			NULL
141266247	Leonurus quinquelobatus Gilib.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7307492	Leonurus quinquelobatus Gilib.	Leonurus quinquelobatus	Leonurus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7307492	ACCEPTED			NULL
141266248	Hyssopus officinalis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341387	Hyssopus officinalis L.	Hyssopus officinalis	Hyssopus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341387	ACCEPTED			NULL
